1987;97;Hard Ticket to Hawaii;Action;36;No
1990;100;Hard To Kill;Action;49;No
1989;118;Harlem Nights;Comedy;11;No
1992;121;Harper;Mystery;86;No
1989;117;Harry & Son;Drama;57;No
1950;104;Harvey;Comedy;42;No
1966;190;Hawaii;Drama;8;No
1947;56;Hawk of Powder River;Western;61;No
1989;105;Hawks;Drama;11;No
1986;90;Head Office;Comedy;88;No
1991;104;Hear My Song;Drama;72;No
1986;130;Heartbreak Ridge;War;61;No
1986;108;Heartburn;Comedy;57;No
1991;96;Hearts of Darkness, A Filmmaker's Apocalypse;Drama;72;No
1987;95;Hearts of Fire;Drama;25;No
1987;103;Heat;Mystery;69;No
1963;113;Heavens Above;Comedy;38;No
1949;115;Heiress, The;Drama;81;Yes
1987;88;Hell Comes to Frogtown;Science Fiction;74;No
1934;54;Hell Town;Western;23;No
1960;101;Heller in Pink Tights;Drama;52;No
1968;121;Hellfighters;Action;22;No
1991;90;Henry, Portrait of a Serial Killer;Horror;69;No
1988;94;Her Alibi;Comedy;80;No
1977;113;Heroes;Drama;17;No
1989;105;Hideaways;Comedy;16;No
1972;105;Hideaways, The;Comedy;42;No
1991;113;High Heels;Comedy;68;No
1973;105;High Plains Drifter;Western;57;No
1986;110;Highlander;Science Fiction;8;No
1990;98;Hiroshima;Drama;17;No
1953;92;His Majesty O'Keefe;Action;3;No
1992;60;Hollywood Mavericks;Comedy;22;No
1991;80;Hollywood's Greatest War Movies;War;41;No
1967;111;Hombre;Western;50;No
1993;95;Honeymoon in Vegas;Comedy;53;No
1982;123;Honkytonk Man;Drama;69;No
1991;142;Hook;Action;4;No
1986;114;Hoosiers;Drama;2;No
1987;118;Hope & Glory;War;3;No
1959;102;Horse Soldiers, The;Western;76;No
1987;85;Hot Child in the City;Mystery;0;No
1988;78;Hot Money;Drama;19;No
1987;93;Hot Pursuit;Drama;44;No
1990;120;Hot Spot;Drama;70;No
1988;83;Hot to Trot;Comedy;78;No
1968;88;Hour of the Wolf;Drama;37;No
1987;86;House of the Rising Sun;Drama;45;No
1988;111;House on Carroll Street, The;Mystery;6;No
1992;102;Housesitter;Comedy;14;No
1992;165;How the West Was Won;Western;45;No
1953;95;How to Marry a Millionaire;Comedy;65;No
1986;52;Howie Mandel's North American Watusi Tour;Comedy;65;No
1963;112;Hud;Drama;2;Yes
1954;90;Human Desire;Drama;27;No
1991;102;Hunchback;Drama;33;No
1990;135;Hunt for Red October, The;Drama;8;No
1992;97;Hunting;Mystery;68;No
1979;115;Hurricane;Action;8;No
1932;210;Hurricane Express, The;Action;68;No
1992;86;Hurricane Smith;Action;16;No
1992;108;Husbands & Wives;Comedy;80;No
1965;133;Hush, Hush, Sweet Charlotte;Mystery;68;No
1961;134;Hustler, The;Drama;43;Yes
1953;95;I Confess;Drama;63;No
1955;109;I Died a Thousand Times;Drama;23;No
1980;103;I Love All of You (Je Vous Aime);Drama;40;No
1976;109;I Will, I Will...For Now;Comedy;6;No
1991;101;I'm All Right Jack;Comedy;23;No
1951;166;Idiot, The;Drama;40;No
1991;89;If Looks Could Kill;Action;10;No
1952;134;Ikiru;Drama;36;No
1955;92;Il Bidone;Drama;70;No
1990;60;Immaculate Collection, The;Music;32;No
1990;109;Impulse;Mystery;23;No
1988;91;In a Shallow Grave;Drama;72;No
1989;116;In Country;Drama;76;No
1965;165;In Harm's Way;War;66;No
1940;90;In Old California;Western;27;No
1990;106;In Too Deep;Drama;50;No
1954;40;Inauguration of the Pleasure Dome;Short;62;No
1990;126;Indiana Jones & the Last Crusade;Action;8;No
1987;155;Indigo Autumn & Lilac Dream;Drama;72;No
1958;100;Indiscreet;Drama;1;No
1990;50;Industrial Symphony, The Dream of the Broken-Hearted;Music;49;No
1991;128;Inherit the Wind;Drama;18;No
1987;120;Innerspace;Science Fiction;41;No
1976;99;Inserts;Drama;85;No
1984;90;Inside Man, The;Action;45;No
1931;74;Inspiration;Drama;66;No
1986;101;Instant Justice;Drama;45;No
1991;102;Instant Karma;Comedy;47;No
1937;91;Intermezzo;Drama;32;No
1990;117;Internal Affairs;Drama;3;No
1978;126;International Velvet;Drama;40;No
1991;96;Intimate Stranger;Mystery;23;No
1987;114;Into the Homeland;Action;34;No
1985;115;Into the Night;Comedy;62;No
1987;135;Ironweed;Drama;32;No
1966;175;Is Paris Burning?;War;63;No
1977;104;Island of Dr. Moreau, The;Horror;54;No
1996;96;Island of Dr. Moreau, The;Horror;39;No
1993;104;It Started with a Kiss;Drama;80;No
1980;91;It's My Turn;Comedy;0;No
1987;73;J-Men Forever;Action;59;No
1955;57;Jack Benny Show;Comedy;51;No
1939;94;Jamaica Inn;Drama;75;No
1979;90;James Taylor in Concert;Music;38;No
1944;96;Jane Eyre;Drama;44;No
1975;124;Jaws;Action;6;No
1986;49;Jay Leno: The American Dream;Comedy;67;No
1986;120;Jean de Florette;Drama;87;Yes
1972;116;Jeremiah Johnson;Drama;88;No
1979;94;Jerk, The;Comedy;22;No
1957;112;Jet Pilot;Action;43;No
1985;106;Jewel of the Nile, The;Action;68;No
1991;206;JFK;Drama;78;No
1948;100;Joan of Arc;Drama;7;No
1971;88;Joe Kidd;Western;79;No
1987;60;Joe Piscopo New Jersey Special;Comedy;14;No
1991;60;Joe Piscopo Video, The;Comedy;44;No
1990;102;Joe Versus the Volcano;Comedy;17;No
1993;65;John Cleese on How to Irritate People;Comedy;62;No
1939;109;John Wayne Matinee Double Feature, No. 1;Western;30;No
1939;112;John Wayne Matinee Double Feature, No. 2;Western;3;No
1939;110;John Wayne Matinee Double Feature, No. 3;Western;24;No
1938;110;John Wayne Matinee Double Feature, No. 4;Western;28;No
1984;90;Johnny Dangerously;Comedy;3;No
1966;102;Johnny Tiger;Drama;69;No
1925;125;Joyless Street;Drama;73;No
1956;101;Jubal;Drama;32;No
1934;80;Judge Priest;Drama;9;No
1988;92;Judgement in Berlin;Drama;13;No
1961;190;Judgment at Nuremberg;Drama;39;Yes
1974;109;Juggernaut;Action;63;No
1992;95;Juice;Drama;31;No
1977;100;Julia;Drama;75;Yes
1953;120;Julius Caesar;Drama;50;No
1940;90;June Night;Drama;14;No
1980;161;Kagemusha;Drama;74;Yes
1987;94;Kandyland;Drama;41;No
1991;101;Keeper of the Flame;Drama;76;No
1970;146;Kelly's Heroes;War;84;No
1991;28;Kids & Pesticides;Drama;36;No
1992;97;Killer Image.;Mystery;8;No
1991;87;Killer Tomatoes Strike Back;Comedy;24;No
1955;67;Killer's Kiss;Mystery;66;No
1959;91;Killers of Kilimanjaro;Action;11;No
1984;141;Killing Fields, The;Drama;6;Yes
1956;83;Killing, The;Drama;51;No
1986;105;King Kong Lives!;Action;20;No
1982;108;King of Comedy;Drama;84;No
1991;56;King of the Pecos;Western;78;No
1976;176;Kings of the Road (In the Course of Time);Drama;41;No
1985;119;Kiss of the Spider Woman;Drama;10;Yes
1990;88;Kissing Place, The;Drama;41;No
1987;95;Kitchen Toto, THe;Drama;41;No
1971;114;Klute;Drama;15;Yes
1924;95;Kriemhild's Revenge, The Nibelungenlied;Drama;74;No
1991;98;L. A. Story;Comedy;81;No
1986;91;La Chevre, (The Goat);Drama;24;No
1961;140;La Dolce Vita;Drama;20;No
1991;117;La Femme Nikita;Drama;6;No
1992;61;Ladies of the Chorus;Music;60;No
1942;88;Lady for a Night;Drama;12;No
1941;85;Lady from Louisiana;Drama;38;No
1948;87;Lady from Shanghai;Mystery;16;No
1940;81;Lady in Question;Drama;57;No
1938;96;Lady Vanishes;Mystery;27;No
1985;121;Ladyhawke;Adventure;68;No
1955;87;Ladykillers, The;Comedy;28;No
1988;93;Lair of the White Worm, The;Horror;16;No
1943;90;Lassie Come Home;Drama;79;No
1987;164;Last Emperor, The;Drama;1;Yes
1991;125;Last Hurrah, The;Drama;46;No
1980;135;Last Metro, The;Drama;66;No
1971;108;Last Movie, The;Drama;22;No
1973;119;Last of Sheila, The;Mystery;39;No
1972;98;Last of the Red Hot Lovers;Comedy;40;No
1971;118;Last Picture Show, The;Drama;62;Yes
1979;180;Last Ride of the Dalton Gang, The;Western;62;No
1973;127;Last Tango in Paris;Drama;28;No
1988;163;Last Temptation of Christ, The;Drama;32;No
1991;117;Last Time I Saw Paris, The;Drama;13;No
1992;87;Law & Jake Wade, The;Drama;68;No
1940;57;Law & Order;Western;87;No
1987;100;Law of Desire;Drama;73;No
1949;59;Law of the Golden West;Western;1;No
1947;53;Law of the Lash;Western;66;No
1992;59;Lawless Frontier;Western;8;No
1991;52;Lawless Frontier, The;Western;35;No
1991;56;Lawless Nineties, The;Western;3;No
1972;100;Le Charme Discret de la Bourgeoisie;Comedy;4;Yes
1983;114;Le Choix des Armes;Mystery;15;No
1983;90;Le Dernier Combat;Drama;72;No
1962;100;Le Repos Du Guerrier, (Warrior's Rest);War;8;No
1989;109;Lean on Me;Drama;51;No
1992;102;Left Handed Gun, The;Western;26;No
1986;116;Legal Eagles;Comedy;39;No
1986;89;Legend;Science Fiction;42;No
1957;109;Legend of the Lost;Action;84;No
1985;109;Les Comperes;Comedy;54;No
1989;86;Let It Ride;Comedy;88;No
1988;75;Let It Rock;Drama;32;No
1989;113;Lethal Weapon 2;Action;69;No
1936;89;Libeled Lady;Comedy;86;No
1972;124;Life & Times of Judge Roy Bean, The;Western;65;No
1947;118;Life with Father;Comedy;10;No
1987;101;Like Father Like Son;Comedy;20;No
1963;93;Lilies of the Field;Drama;36;Yes
1976;150;Lindbergh Kidnapping Case, The;Drama;51;No
1968;134;Lion in Winter, THe;Drama;78;Yes
1987;104;Lionheart;Action;9;No
1988;360;Little Dorrit;Drama;12;No
1974;89;Little Prince, The;Music;31;No
1991;115;Little Women;Drama;22;No
1990;60;Live at Harrah's;Comedy;6;No
1983;112;Local Hero;Comedy;54;No
1926;66;Lodger (Story of the London Fog);Mystery;76;No
1962;150;Lolita;Drama;80;No
1943;60;Lone Star Trail, The;Western;27;No
1988;120;Lonely Passion of Judith Hearne, The;Drama;24;No
1992;137;Long Gray Line, The;Drama;26;No
1954;108;Long John Silver;Action;56;No
1940;105;Long Voyage Home, The;Drama;88;No
1962;183;Longest Day, The;War;7;No
1981;94;Looker;Science Fiction;62;No
1977;136;Looking for Mr. Goodbar;Drama;54;No
1982;101;Losin' It;Comedy;4;No
1987;97;Lost Boys, The;Horror;67;No
1980;110;Loulou;Drama;65;No
1975;82;Love & Death;Comedy;84;No
1986;108;Love Songs;Drama;15;No
1948;98;Loves of Carmen, The;Drama;48;No
1983;98;Lovesick;Comedy;51;No
1934;54;Lucky Texan;Western;48;No
1949;90;Lust for Gold;Drama;57;No
1992;112;Macbeth;Drama;45;No
1973;100;Mackintosh Man, The;Action;65;No
1977;105;Madame Rosa;Drama;11;Yes
1987;102;Made in Heaven;Fantasy;57;No
1957;99;Mademoiselle Striptease;Comedy;25;No
1987;50;Madonna Live, The Virgin Tour;Music;75;No
1990;5;Madonna, Justify My Love;Music;77;No
1991;16;Madonna, Like a Virgin;Music;63;No
1991;118;Madonna, Truth or Dare;Music;54;No
1978;106;Magic;Mystery;85;No
1991;101;Magic Christian, The;Comedy;75;No
1947;103;Magic Town;Drama;4;No
1959;100;Magician, The;Drama;3;No
1973;122;Magnum Force;Action;28;No
1976;112;Maitresse;Drama;39;No
1989;107;Major League;Comedy;64;No
1941;56;Man from Montana;Western;85;No
1991;130;Man of La Mancha;Music;55;No
1970;91;Man Who Haunted Himself, The;Drama;75;No
1956;120;Man Who Knew Too Much, The;Mystery;15;No
1973;127;Man Who Loved Cat Dancing, The;Western;40;No
1983;118;Man Who Loved Women, The;Comedy;67;No
1962;123;Man Who Shot Liberty Valance, The;Western;85;No
1975;129;Man Who Would Be King, The;Drama;6;No
1974;127;Man with the Golden Gun, The;Action;41;No
1983;90;Man with Two Brains, The;Comedy;68;No
1979;96;Manhattan;Comedy;82;Yes
1984;83;Manhunt, The;Action;34;No
1986;120;Manhunter;Drama;19;No
1929;129;Manxman, The;Drama;65;No
1980;97;Marathon;Comedy;76;No
1985;96;Marbella;Action;45;No
1977;107;March or Die;War;59;No
1964;130;Marnie;Drama;2;No
1989;104;Married to the Mob;Comedy;8;No
1991;116;Marrying Man, The;Comedy;84;No
1977;102;Mary White;Drama;2;No
1966;95;Masculine Feminine;Drama;20;No
1989;83;Masque of the Red Death;Horror;9;No
1931;91;Mata Hari;Drama;67;No
1958;101;Matchmaker, The;Comedy;67;No
1987;130;Matewan;Drama;81;No
1989;30;Matt Talbot;Drama;35;No
1987;139;Maurice;Drama;45;No
1959;60;Maverick, Duel at Sundown;Western;26;No
1986;97;Maximum Overdrive;Horror;40;No
1974;111;Mc Q;Action;73;No
1992;112;McQ;Action;5;No
1992;106;Medicine Man;Action;6;No
1955;60;Meet Millie;Drama;82;No
1991;119;Meeting Venus;Comedy;74;No
1992;99;Memoirs of an Invisible Man;Comedy;58;No
1990;115;Men Don't Leave;Drama;66;No
1950;85;Men, The;Drama;27;No
1970;89;Menace on the Mountain;Action;69;No
1981;132;Mephisto;Drama;80;Yes
1990;103;Meridian;Science Fiction;47;No
1979;105;Meteor;Action;5;No
1926;139;Metropolis;Science Fiction;49;No
1989;103;Miami Cops;Action;40;No
1969;123;Midnight Cowboy;Drama;33;Yes
1976;132;Midway;War;36;No
1988;108;Miles from Home;Drama;53;No
1989;60;Minsky's Follies;Comedy;12;No
1990;123;Misery;Horror;48;Yes
1982;122;Missing;Drama;30;No
1986;125;Mission, The;Drama;20;No
1988;120;Mississippi Burning;Drama;41;Yes
1955;116;Mister Roberts;Comedy;8;Yes
1987;87;Mistress;Drama;36;No
1990;129;Mo' Better Blues;Drama;78;No
1990;110;Modern Love;Comedy;18;No
1936;87;Modern Times;Comedy;4;No
1953;116;Mogambo;Action;71;No
1970;123;Molly Maguires, The;Action;3;No
1980;123;Mon Oncle D'Amerique;Comedy;71;No
1989;88;Money, The;Drama;29;No
1986;87;Monster in the Closet;Comedy;39;No
1970;99;Monte Walsh;Western;29;No
1974;89;Monty Python & the Holy Grail;Comedy;83;No
1982;81;Monty Python Live at the Hollywood Bowl;Comedy;81;No
1986;60;Monty Python's Flying Circus;Comedy;4;No
1986;60;Monty Python's Flying Circus, Vol 1.;Comedy;24;No
1986;59;Monty Python's Flying Circus, Vol 2.;Comedy;79;No
1986;58;Monty Python's Flying Circus, Vol 3.;Comedy;63;No
1979;94;Monty Python's Life of Brian;Comedy;11;No
1983;107;Monty Python's the Meaning of Life;Comedy;33;No
1979;128;Moonraker;Action;32;No
1987;103;Moonstruck;Comedy;6;Yes
1965;123;Morituri;Drama;9;No
1986;100;Morning After, The;Mystery;6;No
1986;119;Mosquito Coast, The;Drama;54;No
1982;101;Mother Lode;Action;40;No
1986;91;Mr Love.;Comedy;10;No
1941;95;Mr. & Mrs. Smith;Comedy;3;No
1955;100;Mr. Arkadin;Drama;80;No
1973;87;Ms. Don Juan;Drama;39;No
1953;91;Mummy's Revenge, The;Horror;56;No
1930;95;Murder;Mystery;50;No
1974;128;Murder on the Orient Express;Mystery;8;Yes
1962;182;Mutiny on the Bounty;Action;35;No
1927;78;My Best Girl;Drama;31;No
1990;96;My Blue Heaven;Comedy;63;No
1972;15;My Country Right or Wrong;War;21;No
1946;97;My Darling Clementine;Western;12;No
1964;170;My Fair Lady;Music;10;Yes
1989;103;My Left Foot;Drama;32;Yes
1987;101;My Life As a Dog;Comedy;21;No
1985;94;My Science Project;Comedy;84;No
1928;96;Mysterious Lady, The;Drama;72;No
1935;60;Mysterious Mr. Wong;Mystery;71;No
1937;60;Mystery of the Hooded Horsemen;Western;52;No
1990;110;Mystery Train;Comedy;23;No
1988;101;Mystic Pizza;Comedy;74;No
1988;83;Nadine;Comedy;47;No
1988;90;Naked Gun: From the Files of Police Squad!, THe;Comedy;9;No
1989;94;Naked Lie;Drama;7;No
1955;95;Naked Night, The;Drama;38;No
1992;85;Naked Obsession;Mystery;26;No
1993;92;Naked Truth, The;Comedy;34;No
1986;128;Name of the Rose, The;Drama;8;No
1972;92;Napoleon & Samantha;Comedy;33;No
1991;40;National Enquirer, The Untold Story;Music;65;No
1989;97;National Lampoon's Christmas Vacation;Comedy;81;No
1991;54;Neath the Arizona Skies;Western;28;No
1991;108;Necessary Roughness;Comedy;60;No
1976;116;Network;Comedy;48;Yes
1960;91;Never Let Go;Action;5;No
1989;90;Never on Tuesday;Drama;77;No
1983;134;Never Say Never Again;Action;8;No
1991;97;New Jack City;Action;80;No
1989;90;New Year's Day;Comedy;88;No
1991;119;New York Stories;Comedy;6;No
1977;137;New York, New York;Drama;8;No
1989;109;Next of Kin;Mystery;63;No
1991;95;Night Gallery;Horror;31;No
1947;87;Night Is My Future;Drama;17;No
1992;128;Night on Earth;Drama;24;No
1988;84;Night Tide;Drama;50;No
1988;102;Night Train to Katmandu, THe;Action;43;No
1990;102;Nightbreed;Horror;72;No
1988;96;Nightmare at Noon;Action;0;No
1989;89;Nightmare on Elm Street, Pt. 5, The Dream Child;Horror;41;No
1987;96;Nights in White Satin;Drama;5;No
1986;117;Nine & a Half Weeks;Drama;7;No
1979;120;Nineteen Forty-One;Comedy;24;No
1977;255;Nineteen Hundred;Drama;82;No
1987;90;Ninja Masters of Death;Action;15;No
1939;108;Ninotchka;Comedy;40;No
1986;108;No Mercy;Drama;11;No
1946;110;No Regrets for Our Youth;Drama;31;No
1984;102;No Small Affair;Comedy;10;No
1986;108;Nobody's Fool;Comedy;52;No
1979;110;Norma Rae;Drama;64;Yes
1991;135;North by Northwest;Mystery;20;No
1960;122;North to Alaska;Western;31;No
1940;127;Northwest Passage;Action;51;No
1991;106;Not Without My Daughter;Drama;55;No
1991;94;Nothing But Trouble;Comedy;25;No
1946;101;Notorious;Mystery;42;No
1990;97;Novice, The;Comedy;72;No
1932;66;Number Seventeen;Crime;66;No
1987;100;Nuts;Drama;52;No
1987;109;O. C. & Stiggs;Comedy;3;No
1983;140;Octopussy;Action;68;No
1993;108;Offence, The;Mystery;6;No
1985;112;Official Story, The;Drama;39;Yes
1939;96;Old Maid, The;Drama;18;No
1970;129;On a Clear Day You Can See Forever;Music;67;No
1981;109;On Golden Pond;Drama;23;Yes
1969;135;On Her Majesty's Secret Service;Action;66;No
1986;221;On Wings of Eagles;Drama;53;No
1989;114;Once Around;Comedy;68;No
1986;94;One Crazy Summer;Comedy;61;No
1961;141;One Eyed Jacks;Western;26;No
1935;64;One Frightened Night;Horror;33;No
1969;110;One Hundred Rifles;Western;48;No
1985;97;One Woman or Two;Comedy;64;No
1939;87;Only One Night;Drama;26;No
1975;85;Only Way Home, The;Drama;60;No
1992;116;Operation Crossbow;Action;1;No
1987;85;Operation Nam;War;37;No
1951;111;Operation Pacific;War;5;No
1987;116;Orphans;Drama;21;No
1982;208;Othello;Drama;84;No
1952;93;Othello, The Lost Masterpiece;Drama;23;No
1991;91;Out for Justice;Action;2;No
1985;161;Out of Africa;Drama;88;Yes
1980;94;Out of the Blue;Drama;4;No
1985;96;Out of the Darkness;Mystery;86;No
1964;51;Outer Limits, The;Science Fiction;27;No
1981;111;Outland;Science Fiction;7;No
1949;66;Outlaw Country;Western;62;No
1983;91;Outsiders, The;Drama;56;No
1987;112;Overboard;Comedy;6;No
1938;55;Overland Stage Raiders;Western;83;No
1983;98;Packin' It In;Comedy;8;No
1969;161;Paint Your Wagon;Music;46;No
1934;85;Painted Veil, The;Drama;57;No
1985;116;Pale Rider;Western;45;No
1938;55;Pals of the Saddle;Western;33;No
1973;103;Paper Moon;Comedy;3;Yes
1986;71;Paramount Comedy Theater: Well-Developed;Comedy;40;No
1961;98;Paris Blues;Drama;54;No
1991;99;Paris Trout;Drama;53;No
1984;150;Paris, Texas;Drama;27;No
1968;105;Partner;Drama;26;No
1992;99;Party Girl;Comedy;85;No
1975;118;Passenger, The;Drama;32;No
1969;101;Passion of Anna, The;Drama;6;No
1952;95;Pat & Mike;Comedy;48;No
1957;89;Paths of Glory;Drama;47;No
1992;117;Patriot Games;Action;28;No
1970;170;Patton;War;8;Yes
1986;103;Peggy Sue Got Married;Drama;62;No
1988;138;Pelle the Conqueror;Drama;14;Yes
1987;91;Penitentiary III;Action;82;No
1989;91;Penn & Teller Get Killed;Comedy;12;No
1971;74;People, The;Drama;36;No
1980;86;Pepi Luci Bom;Comedy;66;No
1988;92;Permanent Record;Drama;42;No
1966;81;Persona;Drama;81;Yes
1992;52;Persuaders, The Overture, The;Mystery;40;No
1989;103;Pet Sematary;Horror;27;No
1988;89;Phantom of the Ritz;Horror;85;No
1991;113;Philadelphia Story, The;Comedy;25;No
1989;99;Picasso Trigger;Action;20;No
1989;122;Pink Cadillac;Comedy;12;No
1991;121;Pink Panther, The;Comedy;77;No
1949;60;Pioneer Marshal;Western;8;No
1987;90;PK. & the Kid.;Drama;49;No
1984;112;Places in the Heart;Drama;83;Yes
1988;98;Plain Clothes;Comedy;4;No
1987;93;Planes, Trains & Automobiles;Comedy;73;No
1986;120;Platoon;Drama;8;Yes
1972;86;Play It Again, Sam;Comedy;81;No
1971;102;Play Misty for Me;Mystery;47;No
1985;124;Plenty;Drama;9;No
1972;100;Pocket Money;Comedy;55;No
1986;84;Police Academy 3: Back in Training;Comedy;6;No
1988;90;Police Academy 5: Assignment Miami Beach;Comedy;59;No
1989;84;Police Academy 6: City under Siege;Comedy;29;No
1981;86;Polyester;Comedy;68;No
1992;111;Pope of Greenwich Village;Drama;58;No
1948;100;Port of Call;Drama;29;No
1975;94;Posse;Western;76;No
1990;101;Postcards from the Edge;Comedy;63;No
1992;121;Postman Always Rings Twice, The;Mystery;24;No
1970;93;Powderkeg;Western;26;No
1985;111;Power;Drama;43;No
1991;105;Predator 2;Action;79;No
1988;97;Presidio, The;Action;4;No
1990;127;Presumed Innocent;Mystery;69;No
1986;96;Pretty in Pink;Drama;75;No
1990;119;Pretty Woman;Comedy;43;No
1987;105;Prettykill;Drama;71;No
1990;94;Priceless Beauty;Science Fiction;7;No
1990;92;Primal Rage;Mystery;3;No
1977;120;Prince & the Pauper, The;Action;86;No
1991;108;Prisoner of Honor.;Drama;58;No
1979;108;Prisoner of Zenda, The;Comedy;12;No
1980;110;Private Benjamin;Comedy;61;No
1992;136;Prize, The;Drama;66;No
1985;130;Prizzi's Honor;Comedy;25;Yes
1968;90;Producers, The;Comedy;33;No
1987;91;Programmed to Kill;Action;71;No
1990;97;Prom Night III, The Last Kiss;Horror;29;No
1984;100;Protocol;Comedy;53;No
1960;109;Psycho;Horror;56;No
1989;90;Puppet Master;Science Fiction;20;No
1985;84;Purple Rose of Cairo, The;Comedy;20;Yes
1974;313;QB VII;Drama;28;Yes
1970;90;Quackser Fortune Has a Cousin in the Bronx;Comedy;49;No
1933;97;Queen Christina;Drama;82;No
1987;91;Quick & The Dead, The;Western;40;No
1990;89;Quick Change;Comedy;24;No
1992;153;Quiet Man, The;Drama;74;No
1966;103;Quiller Memorandum, The;Mystery;34;No
1979;110;Quintet;Drama;19;No
1989;122;Quo Vadis;Drama;6;No
1977;91;Rabid;Horror;34;No
1968;102;Rachel, Rachel;Drama;32;No
1984;109;Racing with the Moon;Drama;50;No
1929;68;Racketeer;Drama;2;No
1986;94;RAD;Action;75;No
1981;116;Raiders of the Lost Ark;Action;8;No
1990;94;Rain Killer, The;Mystery;10;No
1988;134;Rain Man;Drama;8;Yes
1969;102;Rain People, The;Drama;78;No
1989;104;Rainbow, The;Drama;53;No
1956;121;Rainmaker, The;Drama;21;No
1957;173;Raintree County;Drama;74;No
1987;94;Raising Arizona;Comedy;23;No
1991;53;Randy Rides Alone;Western;75;No
1993;58;Range Feud;Western;77;No
1949;60;Ranger of the Cherokee Strip;Western;31;No
1984;90;Ransom;Drama;73;No
1989;95;Rape of the Sabines, The;Action;83;No
1951;83;Rashomon;Drama;59;Yes
1986;105;Ratboy;Drama;1;No
1984;102;Ratings Game, The;Comedy;21;No
1963;86;Raven, The;Horror;85;No
1964;99;Ravishing Idiot, The;Comedy;34;No
1991;91;Raw Nerve;Mystery;88;No
1959;60;Rawhide, Premiere Episode;Western;54;No
1942;123;Reap the Wild Wind;Drama;59;No
1954;113;Rear Window;Mystery;25;No
1940;130;Rebecca;Drama;78;Yes
1969;80;Rebel Rousers;Action;44;No
1955;111;Rebel Without a Cause;Drama;82;No
1984;93;Reckless;Drama;14;No
1992;134;Red River;Western;16;No
1990;90;Red Sonja;Action;40;No
1971;121;Red Tent, The;Action;7;No
1981;195;Reds;Drama;76;Yes
1967;109;Reflections in a Golden Eye;Drama;81;No
1993;76;Return Engagement;Drama;26;No
1982;111;Return of Martin Guerre, The;Drama;51;No
1948;89;Return of October;Comedy;35;No
1983;132;Return of the Jedi;Science Fiction;4;No
1992;53;Return of the Lash;Action;78;No
1983;101;Reuben, Reuben;Comedy;2;No
1990;111;Reversal of Fortune;Drama;73;Yes
1991;97;Rhapsody in August;Drama;50;No
1932;92;Rich & Strange;Drama;57;No
1966;82;Ride in the Whirlwind;Western;26;No
1991;52;Riders of Destiny;Western;30;No
1940;56;Riders of Pasco Basin;Western;17;No
1992;95;Riff Raff;Comedy;71;No
1950;105;Rio Grande;Western;64;No
1983;99;Risky Business;Comedy;28;No
1987;94;Rita, Sue & Bob Too;Comedy;5;No
1987;99;River's Edge;Drama;3;No
1962;91;Road to Hong Kong;Comedy;37;No
1984;96;Roadhouse Sixty-Six;Action;20;No
1976;106;Robin & Marian;Action;6;No
1991;144;Robin Hood: Prince of Thieves;Action;8;No
1991;65;Robin Williams;Comedy;4;No
1988;100;Rocket Gibraltar;Drama;26;No
1976;90;Rocky;Drama;78;Yes
1975;105;Rocky Horror Picture Show, The;Music;59;No
1980;92;Rodeo Girl;Drama;80;No
1985;88;Roller Blade;Action;31;No
1972;129;Roma;Drama;75;No
1930;76;Romance;Drama;62;No
1984;106;Romancing the Stone;Action;83;No
1993;103;Romantic Comedy;Comedy;8;No
1962;119;Rome Adventure;Drama;39;No
1992;101;Romulus & the Sabines;Action;76;No
1990;121;Rookie, THe;Action;48;No
1975;107;Rooster Cogburn;Western;76;No
1948;81;Rope;Drama;39;No
1985;55;Rowlf's Rhapsodies with the Muppets;Comedy;79;No
1987;107;Roxanne;Comedy;66;No
1983;94;Rumble Fish;Drama;4;No
1985;94;Rumor Mill, The;Drama;62;No
1987;101;Running Man, The;Science Fiction;31;No
1986;90;Running Mates;Drama;63;No
1988;116;Running on Empty;Drama;2;No
1986;88;Running Out of Luck;Comedy;16;No
1991;124;Russia House, The;Drama;3;No
1966;127;Russians Are Coming, the Russians Are, The;Comedy;79;Yes
1987;98;Russkies;Action;87;No
1986;93;Ruthless People;Comedy;84;No
1970;194;Ryan's Daughter;Drama;81;Yes
1936;77;Sabotage;Mystery;74;No
1979;198;Sacketts, The;Western;86;No
1988;89;Salome's Last Dance;Comedy;76;No
1988;96;Salsa: The Motion Picture;Drama;26;No
1986;122;Salvador;Drama;77;No
1987;100;Sammy & Rosie Get Laid;Drama;6;No
1984;95;Samson & Delilah;Drama;36;No
1949;110;Sands of Iwo Jima;War;72;No
1962;96;Sanjuro;Mystery;6;No
1943;82;Sanshiro Sugata;Drama;85;No
1985;104;Santa Claus, The Movie;Comedy;19;No
1973;93;Santee;Western;47;No
1989;150;Sara Dane;Drama;75;No
1989;90;Savage Intruder, The;Horror;24;No
1972;78;Say Goodbye Maggie Cole;Drama;84;No
1957;147;Sayonara;Drama;19;Yes
1968;100;Scalphunters, The;Western;33;No
1981;104;Scanners;Horror;32;No
1972;90;Scarlet Letter, The;Drama;55;No
1945;103;Scarlet Street;Drama;80;No
1991;87;Scenes from a Mall;Comedy;8;No
1989;114;School Daze;Comedy;18;No
1983;86;Scream;Horror;24;No
1988;101;Scrooged;Comedy;15;No
1979;95;Scum;Action;68;No
1955;117;Sea Chase, The;War;4;No
